index,id,name,type,island,confidence,bucket,officialAuditSampled,candidateName,candidateSource,candidateLat,candidateLng,reason
77,st_croix-estate-beck-grove,Beck Grove,estate,st_croix,review,review_candidate,true,GROVE PLACE,geographic_index,17.730883867683502,-64.8230564385662,contains_clean_slug
79,st_thomas-bay-bedhook-bay,Bedhook Bay,bay,st_thomas,none,research_clean_name_no_candidate,false,Coki Point,geographic_index,18.3499,-64.8676,weak_similarity
80,st_croix-hill-bee-hill,Bee Hill,hill,st_croix,none,research_clean_name_no_candidate,false,Hermon Hill,geographic_index,17.73418300782975,-64.71072853406909,weak_similarity
82,st_croix-estate-beffron-hill,Beffron Hill,estate,st_croix,weak,review_candidate,true,BEESTON HILL,geographic_index,17.739728868772353,-64.72345206833634,weak_similarity
94,st_croix-bay-benny-kenny-hill,Benny Kenny Hill,bay,st_croix,none,ocr_or_name_cleanup_first,false,Recovery Hill,geographic_index,17.73688179370825,-64.69789096304835,weak_similarity
96,st_thomas-hill-berg-hill,Berg Hill,hill,st_thomas,none,research_clean_name_no_candidate,false,Bethesda Hill,geographic_index,18.3559062831591,-65.00835365155365,weak_similarity
101,st_thomas-estate-bethel-estate,Bethel Estate,estate,st_thomas,none,research_clean_name_no_candidate,true,BETHESDA,geographic_index,18.3559062831591,-65.00835365155365,weak_similarity
116,st_croix-estate-beverhoudt-estate,Beverhoudt Estate,estate,st_croix,none,research_clean_name_no_candidate,true,PETER'S REST,geographic_index,17.726211395107647,-64.7368568207058,weak_similarity
118,st_thomas-bay-beverhout-plantation,Beverhout Plantation,bay,st_thomas,none,research_clean_name_no_candidate,false,Benner Hill,geographic_index,18.330419,-64.859625,weak_similarity
119,st_thomas-bay-beverhout-point,Beverhout Point,bay,st_thomas,none,research_clean_name_no_candidate,false,Benner Hill,geographic_index,18.330419,-64.859625,weak_similarity
120,st_john-estate-beverhoutberg-estate,Beverhoutberg Estate,estate,st_john,weak,review_candidate,true,BEVERHOUDTSBERG,geographic_index,18.334883331417153,-64.76886598807245,similarity_or_token_overlap
123,st_john-bay-billington-hill,Billington Hill,bay,st_john,none,research_clean_name_no_candidate,false,Leinster Hill,geographic_index,18.36092071796525,-64.71843131202445,weak_similarity
124,st_thomas-point-billy-french-point,Billy French Point,point,st_thomas,review,review_candidate,true,French Bay,geographic_index,18.31958030255245,-64.9084111427579,contains_clean_slug
127,st_thomas-point-black-point,Black Point,point,st_thomas,review,review_candidate,true,Blackbeard’s Castle,geographic_index,18.3445,-64.9302,contains_clean_slug
128,st_thomas-hill-blackbeard-hill,Blackbeard Hill,hill,st_thomas,none,research_clean_name_no_candidate,false,Elizabeth Hill,geographic_index,18.35136065410805,-64.93523180616941,weak_similarity
131,st_john-point-blackrock-hill,Blackrock Hill,point,st_john,none,research_clean_name_no_candidate,true,Concordia Hill,geographic_index,18.30740743739495,-64.70375086625529,weak_similarity
132,st_croix-estate-bladwell-estate,Bladwell Estate,estate,st_croix,none,research_clean_name_no_candidate,true,Belvedere Hill,geographic_index,17.768944,-64.801944,weak_similarity
133,st_john-bay-blasbalg-point,Blasbalg Point,bay,st_john,none,research_clean_name_no_candidate,false,GLUCKSBERG,geographic_index,18.3329838022163,-64.77580007724475,weak_similarity
138,st_thomas-point-blg-faat-cay,Blg Faat Cay,point,st_thomas,none,research_clean_name_no_candidate,true,LITTLE FLAT CAY,geographic_index,18.3176615035053,-64.9888146529801,weak_similarity
141,st_croix-estate-blue-mountain,Blue Mountain,estate,st_croix,review,review_candidate,true,MOUNTAIN,geographic_index,17.71409151355645,-64.835947393362,contains_clean_slug
142,st_thomas-hill-bluebeard-hill,Bluebeard Hill,hill,st_thomas,none,research_clean_name_no_candidate,false,Bluebeard’s Castle,geographic_index,18.3387,-64.9255,weak_similarity
145,st_croix-bay-bluegut-bay,Bluegut Bay,bay,st_croix,none,research_clean_name_no_candidate,false,BELLEVUE,geographic_index,17.746020712480302,-64.73187786074041,weak_similarity
147,st_john-point-boatman-point,Boatman Point,point,st_john,none,research_clean_name_no_candidate,true,BETHANY,geographic_index,18.32875985137175,-64.78395168634535,weak_similarity
